"";"annee";"lb_geo";"POSOR_MO";"POSOR_DBO5";"POSOR_NR";"POSOR_PT"
"1970__09";"1970";"09";12,7922;8,52813333333333;0,6973;0,1958
"1970__12";"1970";"12";15,955;10,6366666666667;1,6505;0,4279
"1970__15";"1970";"15";8,6005;5,73366666666667;0,762;0,2896
"1970__16";"1970";"16";13,2738;8,8492;2,2437;0,1728
"1970__17";"1970";"17";4,8527;3,23513333333333;0,4579;0,1567
"1970__19";"1970";"19";14,1548;9,43653333333333;1,0174;0,2234
"1970__24";"1970";"24";31,165;20,7766666666667;1,8148;0,4233
"1970__31";"1970";"31";49,9944;33,3296;8,747;2,1115
"1970__32";"1970";"32";7,423;4,94866666666667;0,7604;0,1513
"1970__33";"1970";"33";34,8996;23,2664;2,967;8,2809
"1970__40";"1970";"40";100,6846;67,1230666666667;9,989;0,4403
"1970__46";"1970";"46";4,4599;2,97326666666667;0,5763;0,2157
"1970__47";"1970";"47";21,7494;14,4996;1,479;0,6397
"1970__48";"1970";"48";2,3687;1,57913333333333;0,2611;0,1128
"1970__63";"1970";"63";0,3783;0,2522;0,0169;0,0104
"1970__64";"1970";"64";22,1601;14,7734;3,0077;0,4012
"1970__65";"1970";"65";3,7955;2,53033333333333;2,1561;0,1888
"1970__79";"1970";"79";0,3212;0,214133333333333;0,3193;0,0161
"1970__81";"1970";"81";51,8078;34,5385333333333;4,8128;0,8387
"1970__82";"1970";"82";4,6255;3,08366666666667;0,5355;0,1957
"1970__86";"1970";"86";0,1274;0,0849333333333333;0,0156;0,013
"1970__87";"1970";"87";0,4034;0,268933333333333;0,135;0,0141
"1970__bag";"1970";"bag";457,2739;304,849266666667;45,289;15,5941
"1970__FRF_ADOU";"1970";"FRF_ADOU";117,8321;78,5547333333333;14,5052;0,8522
"1970__FRF_CHAR";"1970";"FRF_CHAR";17,1157;11,4104666666667;2,9594;0,351
"1970__FRF_DORD";"1970";"FRF_DORD";60,9763;40,6508666666667;4,3144;1,1075
"1970__FRF_GARO";"1970";"FRF_GARO";102,7695;68,513;13,8664;10,9583
"1970__FRF_LITT";"1970";"FRF_LITT";36,1319;24,0879333333333;0,7384;0,257
"1970__FRF_LOT";"1970";"FRF_LOT";22,0614;14,7076;1,5345;0,38
"1970__FRF_TARN";"1970";"FRF_TARN";71,2668;47,5112;6,8153;1,6248
"1971__09";"1971";"09";12,6643500547645;8,44290003650968;0,690973466593647;0,194720591456736
"1971__12";"1971";"12";15,657263143483;10,4381754289887;1,62066634720701;0,419414649507119
"1971__15";"1971";"15";8,41175342278204;5,60783561518803;0,745509036144578;0,283243483023001
"1971__16";"1971";"16";13,1488884446878;8,76592562979189;2,23743343373494;0,171720591456736
"1971__17";"1971";"17";4,76997532858708;3,17998355239138;0,452712842278204;0,15583047645126
"1971__19";"1971";"19";13,9168503833516;9,27790025556773;0,999769660460022;0,221061281489595
"1971__24";"1971";"24";30,720643483023;20,480428988682;1,78283751369113;0,416373795180723
"1971__31";"1971";"31";49,4205744249726;32,9470496166484;8,73170837897043;2,10445386089814
"1971__32";"1971";"32";7,32465388828039;4,88310259218693;0,744268838992333;0,148871330777656
"1971__33";"1971";"33";34,3034666484118;22,8689777656079;2,93941511500548;8,26102089266156
"1971__40";"1971";"40";99,5058858707557;66,3372572471705;9,8651678532311;0,436372152245345
"1971__46";"1971";"46";4,37765506571742;2,91843671047828;0,56487625958379;0,214230805038335
"1971__47";"1971";"47";21,3021050930997;14,2014033953998;1,44781708652793;0,635232447973713
"1971__48";"1971";"48";2,32435429901424;1,54956953267616;0,256692415115005;0,110521248630887
"1971__63";"1971";"63";0,36957478094195;0,246383187294633;0,0165102135815991;0,0101601314348302
"1971__64";"1971";"64";21,8717480010953;14,5811653340635;2,97774641292442;0,394483680175246
"1971__65";"1971";"65";3,76536651150055;2,51024434100037;2,14839422234392;0,188020427163198
"1971__79";"1971";"79";0,317781872946331;0,21185458196422;0,318070673603505;0,0158901150054765
"1971__81";"1971";"81";51,4787003285871;34,3191335523914;4,77454096385542;0,825237376779847
"1971__82";"1971";"82";4,53449986308872;3,02299990872581;0,525755339539978;0,1921319550931
"1971__86";"1971";"86";0,12446161007667;0,0829744067177802;0,0152401971522453;0,0127001642935378
"1971__87";"1971";"87";0,396863581599124;0,264575721066083;0,13230147864184;0,0138901150054765
"1971__bag";"1971";"bag";451,322071276013;300,881380850675;44,8440438116101;15,4991420317634
"1971__FRF_ADOU";"1971";"FRF_ADOU";116,380385460022;77,5869236400146;14,3464669769989;0,841285980284776
"1971__FRF_CHAR";"1971";"FRF_CHAR";16,9244348028478;11,2829565352318;2,94776637458927;0,348601314348302
"1971__FRF_DORD";"1971";"FRF_DORD";59,9802157995619;39,9868105330413;4,23590301204819;1,0920584611172
"1971__FRF_GARO";"1971";"FRF_GARO";101,370616511501;67,580411007667;13,7924005476451;10,9279866100767
"1971__FRF_LITT";"1971";"FRF_LITT";35,7378259309967;23,8252172873311;0,728865224534502;0,255500821467689
"1971__FRF_LOT";"1971";"FRF_LOT";21,6239996714129;14,415999780942;1,50376684008762;0,372803943044907
"1971__FRF_TARN";"1971";"FRF_TARN";70,5605070098576;47,0403380065717;6,7403110898138;1,59823455640745
"1972__09";"1972";"09";12,536500109529;8,35766673968602;0,684646933187295;0,193641182913472
"1972__12";"1972";"12";15,359526286966;10,2396841913107;1,59083269441402;0,410929299014239
"1972__15";"1972";"15";8,22300684556408;5,48200456370938;0,729018072289157;0,276886966046002
"1972__16";"1972";"16";13,0239768893757;8,68265125958379;2,23116686746988;0,170641182913472
"1972__17";"1972";"17";4,68725065717415;3,12483377144943;0,447525684556407;0,154960952902519
"1972__19";"1972";"19";13,6789007667032;9,11926717780212;0,982139320920044;0,218722562979189
"1972__24";"1972";"24";30,276286966046;20,1841913106973;1,75087502738226;0,409447590361446
"1972__31";"1972";"31";48,8467488499452;32,5644992332968;8,71641675794085;2,09740772179628
"1972__32";"1972";"32";7,22630777656079;4,81753851770719;0,728137677984666;0,146442661555312
"1972__33";"1972";"33";33,7073332968237;22,4715555312158;2,91183023001095;8,24114178532311
"1972__40";"1972";"40";98,3271717415115;65,5514478276743;9,74133570646221;0,43244430449069
"1972__46";"1972";"46";4,29541013143483;2,86360675428989;0,553452519167579;0,21276161007667
"1972__47";"1972";"47";20,8548101861993;13,9032067907996;1,41663417305586;0,630764895947426
"1972__48";"1972";"48";2,28000859802848;1,52000573201899;0,252284830230011;0,108242497261774
"1972__63";"1972";"63";0,360849561883899;0,240566374589266;0,0161204271631982;0,00992026286966046
"1972__64";"1972";"64";21,5833960021906;14,3889306681271;2,94779282584885;0,387767360350493
"1972__65";"1972";"65";3,7352330230011;2,4901553486674;2,14068844468784;0,187240854326396
"1972__79";"1972";"79";0,314363745892662;0,209575830595108;0,31684134720701;0,0156802300109529
"1972__81";"1972";"81";51,1496006571742;34,0997337714494;4,73628192771084;0,811774753559693
"1972__82";"1972";"82";4,44349972617744;2,96233315078496;0,516010679079956;0,188563910186199
"1972__86";"1972";"86";0,121523220153341;0,0810154801022271;0,0148803943044907;0,0124003285870756
"1972__87";"1972";"87";0,390327163198248;0,260218108798832;0,12960295728368;0,0136802300109529
"1972__bag";"1972";"bag";445,370242552026;296,913495034684;44,3990876232201;15,4041840635268
"1972__FRF_ADOU";"1972";"FRF_ADOU";114,928670920044;76,6191139466959;14,1877339539978;0,830371960569551
"1972__FRF_CHAR";"1972";"FRF_CHAR";16,7331696056955;11,155446403797;2,93613274917853;0,346202628696605
"1972__FRF_DORD";"1972";"FRF_DORD";58,9841315991238;39,3227543994158;4,15740602409639;1,07661692223439
"1972__FRF_GARO";"1972";"FRF_GARO";99,9717330230011;66,6478220153341;13,7184010952903;10,8976732201533
"1972__FRF_LITT";"1972";"FRF_LITT";35,3437518619934;23,562501241329;0,719330449069003;0,254001642935378
"1972__FRF_LOT";"1972";"FRF_LOT";21,1865993428258;14,1243995618839;1,47303368017525;0,365607886089814
"1972__FRF_TARN";"1972";"FRF_TARN";69,8542140197152;46,5694760131435;6,6653221796276;1,5716691128149
"1973__09";"1973";"09";12,408299890471;8,27219992698065;0,678303066812705;0,192558817086528
"1973__12";"1973";"12";15,060973713034;10,0406491420226;1,56091730558598;0,402420700985761
"1973__15";"1973";"15";8,03374315443592;5,35582876962395;0,712481927710844;0,270513033953998
"1973__16";"1973";"16";12,8987231106243;8,59914874041621;2,22488313253012;0,169558817086528
"1973__17";"1973";"17";4,60429934282585;3,06953289521723;0,442324315443593;0,154089047097481
"1973__19";"1973";"19";13,4402992332968;8,96019948886455;0,964460679079956;0,216377437020811
"1973__24";"1973";"24";29,830713033954;19,887142022636;1,71882497261774;0,402502409638554
"1973__31";"1973";"31";48,2713511500548;32,1809007667032;8,70108324205914;2,09034227820372
"1973__32";"1973";"32";7,12769222343921;4,75179481562614;0,711962322015334;0,144007338444688
"1973__33";"1973";"33";33,1095667031763;22,0730444687842;2,88416976998905;8,22120821467689
"1973__40";"1973";"40";97,1452282584885;64,763485505659;9,61716429353779;0,42850569550931
"1973__46";"1973";"46";4,21293986856517;2,80862657904345;0,541997480832421;0,21128838992333
"1973__47";"1973";"47";20,4062898138007;13,6041932092004;1,38536582694414;0,626285104052574
"1973__48";"1973";"48";2,23554140197152;1,49036093464768;0,247865169769989;0,105957502738226
"1973__63";"1973";"63";0,352100438116101;0,234733625410734;0,0157295728368018;0,00967973713033954
"1973__64";"1973";"64";21,2942539978094;14,1961693318729;2,91775717415115;0,381032639649507
"1973__65";"1973";"65";3,7050169769989;2,47001131799927;2,13296155531216;0,186459145673603
"1973__79";"1973";"79";0,310936254107338;0,207290836071559;0,31560865279299;0,0154697699890471
"1973__81";"1973";"81";50,8195993428258;33,8797328952172;4,69791807228916;0,798275246440307
"1973__82";"1973";"82";4,35225027382256;2,90150018254838;0,506239320920044;0,184986089813801
"1973__86";"1973";"86";0,118576779846659;0,0790511865644396;0,0145196056955093;0,0120996714129244
"1973__87";"1973";"87";0,383772836801752;0,255848557867835;0,12689704271632;0,0134697699890471
"1973__bag";"1973";"bag";439,402107447974;292,934738298649;43,9529123767798;15,3089659364732
"1973__FRF_ADOU";"1973";"FRF_ADOU";113,472979079956;75,6486527199708;14,0285660460022;0,819428039430449
"1973__FRF_CHAR";"1973";"FRF_CHAR";16,5413803943045;11,0275869295363;2,92446725082147;0,343797371303395
"1973__FRF_DORD";"1973";"FRF_DORD";57,9853184008762;38,6568789339175;4,07869397590361;1,06113307776561
"1973__FRF_GARO";"1973";"FRF_GARO";98,5690169769989;65,7126779846659;13,6441989047097;10,8672767798467
"1973__FRF_LITT";"1973";"FRF_LITT";34,9485981380066;23,2990654253377;0,709769550930997;0,252498357064622
"1973__FRF_LOT";"1973";"FRF_LOT";20,7480006571741;13,8320004381161;1,44221631982475;0,358392113910186
"1973__FRF_TARN";"1973";"FRF_TARN";69,1459859802848;46,0973239868565;6,5901278203724;1,5450308871851
"1974__09";"1974";"09";12,2804499452355;8,18696663015699;0,671976533406353;0,191479408543264
"1974__12";"1974";"12";14,763236856517;9,84215790434465;1,53108365279299;0,393935350492881
"1974__15";"1974";"15";7,84499657721796;5,22999771814531;0,695990963855422;0,264156516976999
"1974__16";"1974";"16";12,7738115553122;8,5158743702081;2,21861656626506;0,168479408543264
"1974__17";"1974";"17";4,52157467141292;3,01438311427528;0,437137157721796;0,15321952354874
"1974__19";"1974";"19";13,2023496166484;8,80156641109894;0,946830339539978;0,214038718510405
"1974__24";"1974";"24";29,386356516977;19,5909043446513;1,68686248630887;0,395576204819277
"1974__31";"1974";"31";47,6975255750274;31,7983503833516;8,68579162102957;2,08329613910186
"1974__32";"1974";"32";7,02934611171961;4,6862307411464;0,695831161007667;0,141578669222344
"1974__33";"1974";"33";32,5134333515882;21,6756222343921;2,85658488499452;8,20132910733845
"1974__40";"1974";"40";95,9665141292443;63,9776760861628;9,49333214676889;0,424577847754655
"1974__46";"1974";"46";4,13069493428258;2,75379662285506;0,53057374041621;0,209819194961665
"1974__47";"1974";"47";19,9589949069003;13,3059966046002;1,35418291347207;0,621817552026287
"1974__48";"1974";"48";2,19119570098576;1,46079713399051;0,243457584884995;0,103678751369113
"1974__63";"1974";"63";0,34337521905805;0,228916812705367;0,0153397864184009;0,00943986856516977
"1974__64";"1974";"64";21,0059019989047;14,0039346659365;2,88780358707558;0,374316319824754
"1974__65";"1974";"65";3,67488348849945;2,4499223256663;2,12525577765608;0,185679572836802
"1974__79";"1974";"79";0,307518127053669;0,205012084702446;0,314379326396495;0,0152598849945235
"1974__81";"1974";"81";50,4904996714129;33,6603331142753;4,65965903614458;0,784812623220153
"1974__82";"1974";"82";4,26125013691128;2,84083342460752;0,496494660460022;0,1814180449069
"1974__86";"1974";"86";0,11563838992333;0,0770922599488865;0,0141598028477547;0,0117998357064622
"1974__87";"1974";"87";0,377236418400876;0,251490945600584;0,12419852135816;0,0132598849945235
"1974__bag";"1974";"bag";433,450278723987;288,966852482658;43,5079561883899;15,2140079682366
"1974__FRF_ADOU";"1974";"FRF_ADOU";112,021264539978;74,6808430266521;13,8698330230011;0,808514019715225
"1974__FRF_CHAR";"1974";"FRF_CHAR";16,3501151971522;10,9000767981015;2,91283362541073;0,341398685651698
"1974__FRF_DORD";"1974";"FRF_DORD";56,9892342004381;37,9928228002921;4,00019698795181;1,0456915388828
"1974__FRF_GARO";"1974";"FRF_GARO";97,1701334884994;64,780088992333;13,5701994523549;10,8369633899233
"1974__FRF_LITT";"1974";"FRF_LITT";34,5545240690033;23,0363493793355;0,700234775465498;0,250999178532311
"1974__FRF_LOT";"1974";"FRF_LOT";20,3106003285871;13,540400219058;1,41148315991238;0,351196056955093
"1974__FRF_TARN";"1974";"FRF_TARN";68,4396929901424;45,6264619934283;6,5151389101862;1,51846544359255
"1975__09";"1975";"09";12,1526;8,10173333333333;0,66565;0,1904
"1975__12";"1975";"12";14,4655;9,64366666666667;1,50125;0,38545
"1975__15";"1975";"15";7,65625;5,10416666666667;0,6795;0,2578
"1975__16";"1975";"16";12,6489;8,4326;2,21235;0,1674
"1975__17";"1975";"17";4,43885;2,95923333333333;0,43195;0,15235
"1975__19";"1975";"19";12,9644;8,64293333333333;0,9292;0,2117
"1975__24";"1975";"24";28,942;19,2946666666667;1,6549;0,38865
"1975__31";"1975";"31";47,1237;31,4158;8,6705;2,07625
"1975__32";"1975";"32";6,931;4,62066666666667;0,6797;0,13915
"1975__33";"1975";"33";31,9173;21,2782;2,829;8,18145
"1975__40";"1975";"40";94,7878;63,1918666666667;9,3695;0,42065
"1975__46";"1975";"46";4,04845;2,69896666666667;0,51915;0,20835
"1975__47";"1975";"47";19,5117;13,0078;1,323;0,61735
"1975__48";"1975";"48";2,14685;1,43123333333333;0,23905;0,1014
"1975__63";"1975";"63";0,33465;0,2231;0,01495;0,0092
"1975__64";"1975";"64";20,71755;13,8117;2,85785;0,3676
"1975__65";"1975";"65";3,64475;2,42983333333333;2,11755;0,1849
"1975__79";"1975";"79";0,3041;0,202733333333333;0,31315;0,01505
"1975__81";"1975";"81";50,1614;33,4409333333333;4,6214;0,77135
"1975__82";"1975";"82";4,17025;2,78016666666667;0,48675;0,17785
"1975__86";"1975";"86";0,1127;0,0751333333333333;0,0138;0,0115
"1975__87";"1975";"87";0,3707;0,247133333333333;0,1215;0,01305
"1975__bag";"1975";"bag";427,49845;284,998966666667;43,063;15,11905
"1975__FRF_ADOU";"1975";"FRF_ADOU";110,56955;73,7130333333333;13,7111;0,7976
"1975__FRF_CHAR";"1975";"FRF_CHAR";16,15885;10,7725666666667;2,9012;0,339
"1975__FRF_DORD";"1975";"FRF_DORD";55,99315;37,3287666666667;3,9217;1,03025
"1975__FRF_GARO";"1975";"FRF_GARO";95,77125;63,8475;13,4962;10,80665
"1975__FRF_LITT";"1975";"FRF_LITT";34,16045;22,7736333333333;0,6907;0,2495
"1975__FRF_LOT";"1975";"FRF_LOT";19,8732;13,2488;1,38075;0,344
"1975__FRF_TARN";"1975";"FRF_TARN";67,7334;45,1556;6,44015;1,4919
"1976__09";"1976";"09";12,0247500547645;8,01650003650968;0,659323466593647;0,189320591456736
"1976__12";"1976";"12";14,167763143483;9,44517542898868;1,47141634720701;0,376964649507119
"1976__15";"1976";"15";7,46750342278204;4,97833561518803;0,663009036144578;0,251443483023001
"1976__16";"1976";"16";12,5239884446878;8,34932562979189;2,20608343373494;0,166320591456736
"1976__17";"1976";"17";4,35612532858708;2,90408355239138;0,426762842278204;0,15148047645126
"1976__19";"1976";"19";12,7264503833516;8,48430025556773;0,911569660460022;0,209361281489595
"1976__24";"1976";"24";28,497643483023;18,998428988682;1,62293751369113;0,381723795180723
"1976__31";"1976";"31";46,5498744249726;31,0332496166484;8,65520837897043;2,06920386089814
"1976__32";"1976";"32";6,83265388828039;4,55510259218693;0,663568838992333;0,136721330777656
"1976__33";"1976";"33";31,3211666484118;20,8807777656079;2,80141511500548;8,16157089266156
"1976__40";"1976";"40";93,6090858707557;62,4060572471705;9,24566785323111;0,416722152245345
"1976__46";"1976";"46";3,96620506571742;2,64413671047828;0,50772625958379;0,206880805038335
"1976__47";"1976";"47";19,0644050930997;12,7096033953998;1,29181708652793;0,612882447973713
"1976__48";"1976";"48";2,10250429901424;1,40166953267616;0,234642415115005;0,0991212486308872
"1976__63";"1976";"63";0,32592478094195;0,217283187294633;0,0145602135815991;0,00896013143483023
"1976__64";"1976";"64";20,4291980010953;13,6194653340635;2,82789641292442;0,360883680175246
"1976__65";"1976";"65";3,61461651150055;2,40974434100037;2,10984422234392;0,184120427163198
"1976__79";"1976";"79";0,300681872946331;0,200454581964221;0,311920673603505;0,0148401150054765
"1976__81";"1976";"81";49,8323003285871;33,2215335523914;4,58314096385542;0,757887376779847
"1976__82";"1976";"82";4,07924986308872;2,71949990872581;0,477005339539978;0,1742819550931
"1976__86";"1976";"86";0,10976161007667;0,0731744067177802;0,0134401971522453;0,0112001642935378
"1976__87";"1976";"87";0,364163581599124;0,242775721066083;0,11880147864184;0,0128401150054765
"1976__bag";"1976";"bag";421,546621276013;281,031080850675;42,6180438116101;15,0240920317634
"1976__FRF_ADOU";"1976";"FRF_ADOU";109,117835460022;72,7452236400146;13,5523669769989;0,786685980284775
"1976__FRF_CHAR";"1976";"FRF_CHAR";15,9675848028478;10,6450565352318;2,88956637458927;0,336601314348302
"1976__FRF_DORD";"1976";"FRF_DORD";54,9970657995619;36,6647105330413;3,84320301204819;1,0148084611172
"1976__FRF_GARO";"1976";"FRF_GARO";94,3723665115005;62,914911007667;13,4222005476451;10,7763366100767
"1976__FRF_LITT";"1976";"FRF_LITT";33,7663759309967;22,5109172873311;0,681165224534502;0,248000821467689
"1976__FRF_LOT";"1976";"FRF_LOT";19,4357996714129;12,9571997809419;1,35001684008762;0,336803943044907
"1976__FRF_TARN";"1976";"FRF_TARN";67,0271070098576;44,6847380065717;6,3651610898138;1,46533455640745
"1977__09";"1977";"09";11,8965498357065;7,93103322380431;0,652979600219058;0,188238225629792
"1977__12";"1977";"12";13,8692105695509;9,24614037970062;1,44150095837897;0,368456051478642
"1977__15";"1977";"15";7,27823973165389;4,85215982110259;0,646472891566265;0,245069550930997
"1977__16";"1977";"16";12,3987346659365;8,26582311062432;2,19979969879518;0,165238225629792
"1977__17";"1977";"17";4,27317401423877;2,84878267615918;0,421561473165389;0,150608570646221
"1977__19";"1977";"19";12,4878488499452;8,32523256663016;0,893891018619934;0,207016155531216
"1977__24";"1977";"24";28,052069550931;18,7013797006207;1,59088745892662;0,374778614457831
"1977__31";"1977";"31";45,9744767250821;30,6496511500548;8,63987486308872;2,06213841730559
"1977__32";"1977";"32";6,73403833515882;4,48935889010588;0,647393483023001;0,134286007667032
"1977__33";"1977";"33";30,7234000547645;20,4822667031763;2,77375465498357;8,14163732201533
"1977__40";"1977";"40";92,4271423877328;61,6180949251552;9,12149644030668;0,412783543263965
"1977__46";"1977";"46";3,88373480284775;2,58915653523184;0,496271221248631;0,205407584884994
"1977__47";"1977";"47";18,615884720701;12,4105898138007;1,26054874041621;0,608402656078861
"1977__48";"1977";"48";2,05803710295728;1,37202473530486;0,230222754654984;0,0968362541073384
"1977__63";"1977";"63";0,317175657174151;0,211450438116101;0,0141693592552026;0,00871960569550931
"1977__64";"1977";"64";20,1400559967141;13,4267039978094;2,79786076122673;0,354148959474261
"1977__65";"1977";"65";3,58440046549836;2,38960031033224;2,10211733296824;0,183338718510405
"1977__79";"1977";"79";0,297254381161008;0,198169587440672;0,310687979189485;0,0146296549835706
"1977__81";"1977";"81";49,5022990142388;33,0015326761592;4,54477710843373;0,74438786966046
"1977__82";"1977";"82";3,98800041073384;2,65866694048923;0,467233981380066;0,170704134720701
"1977__86";"1977";"86";0,106815169769989;0,0712101131799927;0,013079408543264;0,0108995071193866
"1977__87";"1977";"87";0,357609255202629;0,238406170135086;0,11609556407448;0,0126296549835706
"1977__bag";"1977";"bag";415,578486171961;277,05232411464;42,1718685651698;14,9288739047098
"1977__FRF_ADOU";"1977";"FRF_ADOU";107,662143619934;71,7747624132895;13,3931990690033;0,775742059145674
"1977__FRF_CHAR";"1977";"FRF_CHAR";15,7757955914567;10,5171970609712;2,8779008762322;0,334196056955093
"1977__FRF_DORD";"1977";"FRF_DORD";53,9982526013143;35,9988350675429;3,76449096385542;0,999324616648412
"1977__FRF_GARO";"1977";"FRF_GARO";92,9696504654983;61,9797669769989;13,3479983570646;10,74594016977
"1977__FRF_LITT";"1977";"FRF_LITT";33,3712222070099;22,2474814713399;0,671604326396495;0,246497535596933
"1977__FRF_LOT";"1977";"FRF_LOT";18,9972009857612;12,6648006571741;1,31919947973713;0,329588170865279
"1977__FRF_TARN";"1977";"FRF_TARN";66,3188789704272;44,2125859802848;6,2899667305586;1,43869633077766
"1978__09";"1978";"09";11,768699890471;7,84579992698065;0,646653066812705;0,187158817086528
"1978__12";"1978";"12";13,571473713034;9,04764914202264;1,41166730558598;0,359970700985761
"1978__15";"1978";"15";7,08949315443593;4,72632876962395;0,629981927710843;0,238713033953998
"1978__16";"1978";"16";12,2738231106243;8,18254874041621;2,19353313253012;0,164158817086528
"1978__17";"1978";"17";4,19044934282585;2,79363289521723;0,416374315443593;0,149739047097481
"1978__19";"1978";"19";12,2498992332968;8,16659948886455;0,876260679079956;0,204677437020811
"1978__24";"1978";"24";27,607713033954;18,405142022636;1,55892497261774;0,367852409638554
"1978__31";"1978";"31";45,4006511500548;30,2671007667032;8,62458324205915;2,05509227820372
"1978__32";"1978";"32";6,63569222343921;4,42379481562614;0,631262322015334;0,131857338444688
"1978__33";"1978";"33";30,1272667031763;20,0848444687842;2,74616976998905;8,12175821467689
"1978__40";"1978";"40";91,2484282584885;60,832285505659;8,99766429353779;0,40885569550931
"1978__46";"1978";"46";3,80148986856517;2,53432657904345;0,484847480832421;0,20393838992333
"1978__47";"1978";"47";18,1685898138007;12,1123932092004;1,22936582694414;0,603935104052574
"1978__48";"1978";"48";2,01369140197152;1,34246093464768;0,225815169769989;0,0945575027382256
"1978__63";"1978";"63";0,308450438116101;0,205633625410734;0,0137795728368018;0,00847973713033954
"1978__64";"1978";"64";19,8517039978094;13,2344693318729;2,76790717415115;0,347432639649507
"1978__65";"1978";"65";3,5542669769989;2,36951131799927;2,09441155531216;0,182559145673604
"1978__79";"1978";"79";0,293836254107338;0,195890836071559;0,30945865279299;0,0144197699890471
"1978__81";"1978";"81";49,1731993428258;32,7821328952172;4,50651807228916;0,730925246440307
"1978__82";"1978";"82";3,89700027382256;2,59800018254838;0,457489320920044;0,167136089813801
"1978__86";"1978";"86";0,103876779846659;0,0692511865644396;0,0127196056955093;0,0105996714129244
"1978__87";"1978";"87";0,351072836801752;0,234048557867835;0,11339704271632;0,0124197699890471
"1978__bag";"1978";"bag";409,626657447974;273,084438298649;41,7269123767798;14,8339159364732
"1978__FRF_ADOU";"1978";"FRF_ADOU";106,210429079956;70,8069527199708;13,2344660460022;0,764828039430449
"1978__FRF_CHAR";"1978";"FRF_CHAR";15,5845303943045;10,3896869295363;2,86626725082147;0,331797371303395
"1978__FRF_DORD";"1978";"FRF_DORD";53,0021684008762;35,3347789339175;3,68599397590361;0,983883077765608
"1978__FRF_GARO";"1978";"FRF_GARO";91,5707669769989;61,0471779846659;13,2739989047097;10,7156267798467
"1978__FRF_LITT";"1978";"FRF_LITT";32,9771481380066;21,9847654253377;0,662069550930997;0,244998357064622
"1978__FRF_LOT";"1978";"FRF_LOT";18,5598006571742;12,3732004381161;1,28846631982475;0,322392113910186
"1978__FRF_TARN";"1978";"FRF_TARN";65,6125859802848;43,7417239868565;6,2149778203724;1,4121308871851
"1979__09";"1979";"09";11,6408499452355;7,76056663015699;0,640326533406353;0,186079408543264
"1979__12";"1979";"12";13,273736856517;8,84915790434465;1,38183365279299;0,351485350492881
"1979__15";"1979";"15";6,90074657721796;4,60049771814531;0,613490963855422;0,232356516976999
"1979__16";"1979";"16";12,1489115553122;8,09927437020811;2,18726656626506;0,163079408543264
"1979__17";"1979";"17";4,10772467141292;2,73848311427528;0,411187157721796;0,14886952354874
"1979__19";"1979";"19";12,0119496166484;8,00796641109894;0,858630339539978;0,202338718510405
"1979__24";"1979";"24";27,163356516977;18,1089043446513;1,52696248630887;0,360926204819277
"1979__31";"1979";"31";44,8268255750274;29,8845503833516;8,60929162102957;2,04804613910186
"1979__32";"1979";"32";6,53734611171961;4,3582307411464;0,615131161007667;0,129428669222344
"1979__33";"1979";"33";29,5311333515882;19,6874222343921;2,71858488499452;8,10187910733845
"1979__40";"1979";"40";90,0697141292443;60,0464760861628;8,87383214676889;0,404927847754655
"1979__46";"1979";"46";3,71924493428258;2,47949662285506;0,47342374041621;0,202469194961665
"1979__47";"1979";"47";17,7212949069003;11,8141966046002;1,19818291347207;0,599467552026287
"1979__48";"1979";"48";1,96934570098576;1,31289713399051;0,221407584884995;0,0922787513691128
"1979__63";"1979";"63";0,29972521905805;0,199816812705367;0,0133897864184009;0,00823986856516977
"1979__64";"1979";"64";19,5633519989047;13,0422346659365;2,73795358707558;0,340716319824754
"1979__65";"1979";"65";3,52413348849945;2,3494223256663;2,08670577765608;0,181779572836802
"1979__79";"1979";"79";0,290418127053669;0,193612084702446;0,308229326396495;0,0142098849945235
"1979__81";"1979";"81";48,8440996714129;32,5627331142753;4,46825903614458;0,717462623220153
"1979__82";"1979";"82";3,80600013691128;2,53733342460752;0,447744660460022;0,1635680449069
"1979__86";"1979";"86";0,10093838992333;0,0672922599488864;0,0123598028477547;0,0102998357064622
"1979__87";"1979";"87";0,344536418400876;0,229690945600584;0,11069852135816;0,0122098849945235
"1979__bag";"1979";"bag";403,674828723987;269,116552482658;41,2819561883899;14,7389579682366
"1979__FRF_ADOU";"1979";"FRF_ADOU";104,758714539978;69,8391430266521;13,0757330230011;0,753914019715225
"1979__FRF_CHAR";"1979";"FRF_CHAR";15,3932651971522;10,2621767981015;2,85463362541073;0,329398685651698
"1979__FRF_DORD";"1979";"FRF_DORD";52,0060842004381;34,6707228002921;3,60749698795181;0,968441538882804
"1979__FRF_GARO";"1979";"FRF_GARO";90,1718834884994;60,114588992333;13,1999994523549;10,6853133899233
"1979__FRF_LITT";"1979";"FRF_LITT";32,5830740690033;21,7220493793355;0,652534775465498;0,243499178532311
"1979__FRF_LOT";"1979";"FRF_LOT";18,1224003285871;12,081600219058;1,25773315991238;0,315196056955093
"1979__FRF_TARN";"1979";"FRF_TARN";64,9062929901424;43,2708619934283;6,1399889101862;1,38556544359255
"1980__09";"1980";"09";11,513;7,67533333333333;0,634;0,185
"1980__12";"1980";"12";12,976;8,65066666666667;1,352;0,343
"1980__15";"1980";"15";6,712;4,47466666666667;0,597;0,226
"1980__16";"1980";"16";12,024;8,016;2,181;0,162
"1980__17";"1980";"17";4,025;2,68333333333333;0,406;0,148
