geo,parametre,type_indic,seq_annee,lb_annee,i_b100
46,Orthophosp,indic_b100,2010-2015,2010,"44,2"
47,Orthophosp,indic_b100,2010-2015,2010,"33,8"
48,Orthophosp,indic_b100,2010-2015,2010,"29,6"
64,Orthophosp,indic_b100,2010-2015,2010,"43,6"
65,Orthophosp,indic_b100,2010-2015,2010,"31,8"
79,Orthophosp,indic_b100,2010-2015,2010,"31,4"
81,Orthophosp,indic_b100,2010-2015,2010,"16,6"
82,Orthophosp,indic_b100,2010-2015,2010,"16,2"
bag,Orthophosp,indic_b100,2010-2015,2010,27
FRF_ADOU,Orthophosp,indic_b100,2010-2015,2010,"49,8"
FRF_CHAR,Orthophosp,indic_b100,2010-2015,2010,"32,8"
FRF_DORD,Orthophosp,indic_b100,2010-2015,2010,"25,6"
FRF_GARO,Orthophosp,indic_b100,2010-2015,2010,27
FRF_LITT,Orthophosp,indic_b100,2010-2015,2010,"24,6"
FRF_LOT,Orthophosp,indic_b100,2010-2015,2010,"43,2"
FRF_TARN,Orthophosp,indic_b100,2010-2015,2010,"16,8"
09,DBO5,indic_b100,2015-2020,2015,61
12,DBO5,indic_b100,2015-2020,2015,"34,5"
15,DBO5,indic_b100,2015-2020,2015,"74,5"
16,DBO5,indic_b100,2015-2020,2015,"26,5"
17,DBO5,indic_b100,2015-2020,2015,"44,5"
19,DBO5,indic_b100,2015-2020,2015,111
24,DBO5,indic_b100,2015-2020,2015,"42,5"
31,DBO5,indic_b100,2015-2020,2015,41
32,DBO5,indic_b100,2015-2020,2015,59
33,DBO5,indic_b100,2015-2020,2015,41
40,DBO5,indic_b100,2015-2020,2015,51
46,DBO5,indic_b100,2015-2020,2015,53
47,DBO5,indic_b100,2015-2020,2015,"41,5"
48,DBO5,indic_b100,2015-2020,2015,36
64,DBO5,indic_b100,2015-2020,2015,46
65,DBO5,indic_b100,2015-2020,2015,28
79,DBO5,indic_b100,2015-2020,2015,62
81,DBO5,indic_b100,2015-2020,2015,21
82,DBO5,indic_b100,2015-2020,2015,"30,5"
bag,DBO5,indic_b100,2015-2020,2015,42
FRF_ADOU,DBO5,indic_b100,2015-2020,2015,50
FRF_CHAR,DBO5,indic_b100,2015-2020,2015,34
FRF_DORD,DBO5,indic_b100,2015-2020,2015,"55,5"
FRF_GARO,DBO5,indic_b100,2015-2020,2015,41
FRF_LITT,DBO5,indic_b100,2015-2020,2015,57
FRF_LOT,DBO5,indic_b100,2015-2020,2015,41
FRF_TARN,DBO5,indic_b100,2015-2020,2015,"27,5"
09,NH4+,indic_b100,2015-2020,2015,8
12,NH4+,indic_b100,2015-2020,2015,"9,5"
15,NH4+,indic_b100,2015-2020,2015,"19,5"
16,NH4+,indic_b100,2015-2020,2015,11
17,NH4+,indic_b100,2015-2020,2015,"13,5"
19,NH4+,indic_b100,2015-2020,2015,"8,5"
24,NH4+,indic_b100,2015-2020,2015,"7,5"
31,NH4+,indic_b100,2015-2020,2015,10
32,NH4+,indic_b100,2015-2020,2015,4
33,NH4+,indic_b100,2015-2020,2015,10
40,NH4+,indic_b100,2015-2020,2015,"22,5"
46,NH4+,indic_b100,2015-2020,2015,16
47,NH4+,indic_b100,2015-2020,2015,11
48,NH4+,indic_b100,2015-2020,2015,"6,5"
64,NH4+,indic_b100,2015-2020,2015,"13,5"
65,NH4+,indic_b100,2015-2020,2015,"4,5"
79,NH4+,indic_b100,2015-2020,2015,20
81,NH4+,indic_b100,2015-2020,2015,"3,5"
82,NH4+,indic_b100,2015-2020,2015,11
bag,NH4+,indic_b100,2015-2020,2015,"9,5"
FRF_ADOU,NH4+,indic_b100,2015-2020,2015,17
FRF_CHAR,NH4+,indic_b100,2015-2020,2015,"12,5"
FRF_DORD,NH4+,indic_b100,2015-2020,2015,9
FRF_GARO,NH4+,indic_b100,2015-2020,2015,8
FRF_LITT,NH4+,indic_b100,2015-2020,2015,"24,5"
FRF_LOT,NH4+,indic_b100,2015-2020,2015,"10,5"
FRF_TARN,NH4+,indic_b100,2015-2020,2015,5
09,NO3-,indic_b100,2015-2020,2015,106
12,NO3-,indic_b100,2015-2020,2015,185
15,NO3-,indic_b100,2015-2020,2015,"133,5"
16,NO3-,indic_b100,2015-2020,2015,231
17,NO3-,indic_b100,2015-2020,2015,197
19,NO3-,indic_b100,2015-2020,2015,193
24,NO3-,indic_b100,2015-2020,2015,181
31,NO3-,indic_b100,2015-2020,2015,"144,5"
32,NO3-,indic_b100,2015-2020,2015,"194,5"
33,NO3-,indic_b100,2015-2020,2015,160
40,NO3-,indic_b100,2015-2020,2015,219
46,NO3-,indic_b100,2015-2020,2015,"193,5"
47,NO3-,indic_b100,2015-2020,2015,157
48,NO3-,indic_b100,2015-2020,2015,"207,5"
64,NO3-,indic_b100,2015-2020,2015,"93,5"
65,NO3-,indic_b100,2015-2020,2015,"70,5"
79,NO3-,indic_b100,2015-2020,2015,336
81,NO3-,indic_b100,2015-2020,2015,197
82,NO3-,indic_b100,2015-2020,2015,"151,5"
bag,NO3-,indic_b100,2015-2020,2015,174
FRF_ADOU,NO3-,indic_b100,2015-2020,2015,"159,5"
FRF_CHAR,NO3-,indic_b100,2015-2020,2015,"225,5"
FRF_DORD,NO3-,indic_b100,2015-2020,2015,185
FRF_GARO,NO3-,indic_b100,2015-2020,2015,"122,5"
FRF_LITT,NO3-,indic_b100,2015-2020,2015,"173,5"
FRF_LOT,NO3-,indic_b100,2015-2020,2015,179
FRF_TARN,NO3-,indic_b100,2015-2020,2015,202
09,Orthophosp,indic_b100,2015-2020,2015,"43,5"
12,Orthophosp,indic_b100,2015-2020,2015,20
15,Orthophosp,indic_b100,2015-2020,2015,"22,5"
16,Orthophosp,indic_b100,2015-2020,2015,"39,5"
17,Orthophosp,indic_b100,2015-2020,2015,"29,5"
19,Orthophosp,indic_b100,2015-2020,2015,20
24,Orthophosp,indic_b100,2015-2020,2015,"32,5"
31,Orthophosp,indic_b100,2015-2020,2015,15
32,Orthophosp,indic_b100,2015-2020,2015,32
33,Orthophosp,indic_b100,2015-2020,2015,36
40,Orthophosp,indic_b100,2015-2020,2015,72
46,Orthophosp,indic_b100,2015-2020,2015,"39,5"
47,Orthophosp,indic_b100,2015-2020,2015,"26,5"
48,Orthophosp,indic_b100,2015-2020,2015,"28,5"
64,Orthophosp,indic_b100,2015-2020,2015,"35,5"
65,Orthophosp,indic_b100,2015-2020,2015,28
79,Orthophosp,indic_b100,2015-2020,2015,"37,5"
81,Orthophosp,indic_b100,2015-2020,2015,"15,5"
82,Orthophosp,indic_b100,2015-2020,2015,"14,5"
bag,Orthophosp,indic_b100,2015-2020,2015,28
FRF_ADOU,Orthophosp,indic_b100,2015-2020,2015,"50,5"
FRF_CHAR,Orthophosp,indic_b100,2015-2020,2015,37
FRF_DORD,Orthophosp,indic_b100,2015-2020,2015,"31,5"
FRF_GARO,Orthophosp,indic_b100,2015-2020,2015,23
FRF_LITT,Orthophosp,indic_b100,2015-2020,2015,26
FRF_LOT,Orthophosp,indic_b100,2015-2020,2015,"42,5"
FRF_TARN,Orthophosp,indic_b100,2015-2020,2015,15
