geo,annee,poll_mil_dbo5,poll_mil_nh4,poll_mil_pt
09,1970,"10,6","1,4","0,5"
09,1971,"10,5","1,4","0,5"
09,1972,"10,5","1,4","0,5"
09,1973,"10,4","1,4","0,5"
09,1974,"10,4","1,4","0,5"
09,1975,"10,4","1,4","0,5"
09,1976,"10,2","1,3","0,5"
09,1977,"10,2","1,3","0,5"
09,1978,"9,8","1,3","0,5"
09,1979,"9,8","1,3","0,5"
09,1980,"9,6","1,2","0,5"
09,1981,"9,6","1,2","0,5"
09,1982,"9,5","1,2","0,5"
09,1983,"9,5","1,2","0,5"
09,1984,"9,5","1,2","0,5"
09,1985,"9,5","1,2","0,5"
09,1986,"9,5","1,2","0,5"
09,1987,"10,3","1,2","0,5"
09,1988,"10,4","1,2","0,5"
09,1989,"10,5","1,2","0,5"
09,1990,"8,5","1,1","0,4"
09,1991,"9,8","1,1","0,5"
09,1992,10,"1,2","0,5"
09,1993,"8,3","1,1","0,4"
09,1994,"7,9","1,1","0,4"
09,1995,"7,7",1,"0,4"
09,1996,"7,9",1,"0,4"
09,1997,"8,4",1,"0,4"
09,1998,7,"0,7","0,2"
09,1999,"5,8","0,5","0,2"
09,2000,"4,8","0,3","0,2"
09,2001,"6,5","0,5","0,3"
09,2002,"6,8","0,6","0,3"
09,2003,"6,3","0,5","0,2"
09,2004,"4,6","0,2","0,2"
09,2005,"3,9","0,3","0,2"
09,2006,"4,2","0,3","0,2"
09,2007,"3,4","0,2","0,2"
09,2008,"2,9","0,4","0,2"
09,2009,"3,6","0,6","0,2"
09,2010,"3,8","0,6","0,2"
09,2011,"3,4","0,5","0,2"
09,2012,3,"0,5","0,2"
09,2013,"2,7","0,6","0,2"
09,2014,"2,9","0,6","0,2"
09,2015,"3,1","0,6","0,1"
09,2016,"3,5","0,5","0,1"
11,1970,"0,4","0,1",0
11,1971,"0,4","0,1",0
11,1972,"0,3","0,1",0
11,1973,"0,3","0,1",0
11,1974,"0,3","0,1",0
11,1975,"0,3","0,1",0
11,1976,"0,3","0,1",0
11,1977,"0,3","0,1",0
11,1978,"0,2","0,1",0
11,1979,"0,2",0,0
11,1980,"0,2",0,0
11,1981,"0,2",0,0
11,1982,"0,2",0,0
11,1983,"0,2",0,0
11,1984,"0,2",0,0
11,1985,"0,2",0,0
11,1986,"0,2",0,0
11,1987,"0,2",0,0
11,1988,"0,2",0,0
11,1989,"0,2",0,0
11,1990,"0,2",0,0
11,1991,"0,2",0,0
11,1992,"0,2",0,0
11,1993,"0,1",0,0
11,1994,"0,1",0,0
11,1995,"0,1",0,0
11,1996,"0,1",0,0
11,1997,"0,1",0,0
11,1998,"0,1",0,0
11,1999,"0,1",0,0
11,2000,"0,1",0,0
11,2001,"0,1",0,0
11,2002,"0,1",0,0
11,2003,"0,1",0,0
11,2004,"0,1",0,0
11,2005,"0,1",0,0
11,2006,"0,1",0,0
11,2007,"0,1",0,0
11,2008,"0,1",0,0
11,2009,"0,1",0,0
11,2010,"0,1",0,0
11,2011,"0,1",0,0
11,2012,0,0,0
11,2013,"0,1",0,0
11,2014,"0,1",0,0
11,2015,"0,1",0,0
11,2016,"0,1",0,0
12,1970,"15,5","2,4","0,9"
12,1971,"15,6","2,4","0,9"
12,1972,"15,6","2,4","0,9"
12,1973,"15,6","2,4","0,9"
12,1974,"15,6","2,4","0,9"
12,1975,"15,6","2,4","0,9"
12,1976,12,"1,9","0,7"
12,1977,12,"1,9","0,7"
12,1978,"11,9","1,9","0,7"
12,1979,"11,6","1,8","0,7"
12,1980,"11,6","1,8","0,7"
12,1981,"11,6","1,8","0,7"
12,1982,"6,2","0,9","0,4"
12,1983,6,"0,8","0,4"
12,1984,"5,9","0,8","0,4"
12,1985,"5,6","0,8","0,4"
12,1986,"5,6","0,8","0,4"
12,1987,"7,2","0,8","0,3"
12,1988,"5,8","0,7","0,3"
12,1989,"4,7","0,6","0,3"
12,1990,5,"0,6","0,3"
12,1991,"3,7","0,5","0,3"
12,1992,"3,3","0,5","0,3"
12,1993,"2,4","0,4","0,3"
12,1994,"2,8","0,3","0,3"
12,1995,"2,3","0,2","0,3"
12,1996,"2,9","0,2","0,3"
12,1997,"2,4","0,2","0,3"
12,1998,"0,8","-0,1","0,1"
12,1999,"-0,1","-0,2","0,1"
12,2000,"0,2","-0,2","0,1"
12,2001,"-1,7","-0,4","0,1"
12,2002,"-1,3","-0,4","0,1"
12,2003,"0,7",0,"0,1"
12,2004,1,0,"0,1"
12,2005,"1,5",0,"0,2"
12,2006,"2,2","0,2","0,2"
12,2007,"1,5","0,1","0,2"
12,2008,"5,9","0,2","0,2"
12,2009,"1,5","0,2","0,2"
12,2010,"1,7","0,3","0,2"
12,2011,"1,7","0,3","0,2"
12,2012,2,"0,3","0,2"
12,2013,"2,4","0,3","0,2"
12,2014,"2,2","0,3","0,1"
12,2015,"2,4","0,3","0,2"
12,2016,"3,4","0,4","0,2"
15,1970,"6,8","1,1","0,4"
15,1971,"6,8","1,1","0,4"
15,1972,"6,5",1,"0,4"
15,1973,"6,3",1,"0,4"
15,1974,"6,2",1,"0,4"
15,1975,"5,9","0,9","0,4"
15,1976,"5,7","0,9","0,4"
15,1977,"5,7","0,9","0,4"
15,1978,"5,4","0,9","0,4"
15,1979,"4,4","0,7","0,3"
15,1980,"4,3","0,7","0,3"
15,1981,"4,3","0,7","0,3"
15,1982,"3,9","0,6","0,3"
15,1983,"3,7","0,6","0,3"
15,1984,"3,7","0,6","0,3"
15,1985,"3,7","0,6","0,3"
15,1986,"3,6","0,6","0,3"
15,1987,"3,5","0,6","0,3"
15,1988,"3,4","0,6","0,3"
15,1989,"3,3","0,6","0,3"
15,1990,"3,3","0,6","0,3"
15,1991,"3,2","0,6","0,3"
15,1992,"3,2","0,5","0,3"
15,1993,"3,2","0,5","0,3"
15,1994,"2,1","0,4","0,2"
15,1995,"2,8","0,4","0,2"
15,1996,"2,4","0,4","0,2"
15,1997,"2,2","0,4","0,2"
15,1998,"2,1","0,4","0,2"
15,1999,"2,2","0,4","0,2"
15,2000,"2,5","0,5","0,2"
15,2001,"1,4","0,3","0,1"
15,2002,"1,5","0,3","0,1"
15,2003,"1,8","0,3","0,1"
15,2004,"1,8","0,4","0,1"
15,2005,"1,5","0,3","0,1"
15,2006,"1,6","0,3","0,1"
15,2007,"1,4","0,3","0,1"
15,2008,2,"0,4","0,1"
15,2009,"1,7","0,3","0,1"
15,2010,"1,9","0,4","0,1"
15,2011,"1,7","0,4","0,1"
15,2012,"1,5","0,3","0,1"
15,2013,"1,2","0,3","0,1"
15,2014,"1,7","0,3","0,1"
15,2015,"1,3","0,3","0,1"
15,2016,"1,5","0,3","0,1"
16,1970,"11,3","1,9","0,7"
16,1971,"11,3","1,9","0,7"
16,1972,"11,2","1,9","0,7"
16,1973,"10,7","1,8","0,7"
16,1974,"10,7","1,8","0,7"
16,1975,"10,6","1,8","0,7"
16,1976,"10,7","1,8","0,7"
16,1977,"9,8","1,6","0,6"
16,1978,"9,5","1,6","0,6"
16,1979,"9,5","1,6","0,6"
16,1980,"9,5","1,6","0,6"
16,1981,"9,4","1,6","0,6"
16,1982,"8,7","1,5","0,6"
16,1983,"8,6","1,4","0,6"
16,1984,"8,3","1,4","0,5"
16,1985,"8,3","1,4","0,5"
16,1986,"8,2","1,4","0,5"
16,1987,"7,7","1,3","0,5"
16,1988,8,"1,3","0,5"
16,1989,"8,1","1,3","0,5"
16,1990,"8,2","1,3","0,5"
16,1991,"8,1","1,4","0,5"
16,1992,8,"1,4","0,5"
16,1993,"7,6","1,3","0,4"
16,1994,"7,7","1,2","0,4"
16,1995,"7,4","1,2","0,4"
16,1996,"5,7","0,8","0,3"
16,1997,"4,1","0,5","0,2"
16,1998,"4,7","0,6","0,3"
16,1999,"3,8","0,4","0,2"
16,2000,"2,8","0,3","0,2"
16,2001,"2,9","0,3","0,2"
16,2002,"2,6","0,5","0,2"
16,2003,3,"0,5","0,2"
16,2004,"1,5","0,2","0,1"
16,2005,"1,3","0,3","0,1"
16,2006,2,"0,4","0,2"
16,2007,"2,8","0,6","0,2"
16,2008,"2,8","0,6","0,1"
16,2009,"1,7","0,3","0,1"
16,2010,"2,3","0,4","0,1"
16,2011,"2,5","0,4","0,1"
16,2012,"2,4","0,4","0,1"
16,2013,"1,5","0,3","0,1"
16,2014,"1,4","0,3","0,1"
16,2015,"1,8","0,3","0,1"
16,2016,"2,2","0,4","0,1"
17,1970,"17,4","3,2","1,2"
17,1971,"16,3",3,"1,1"
17,1972,"16,3",3,"1,1"
17,1973,"16,2",3,"1,1"
17,1974,"15,8","2,9","1,1"
17,1975,"14,2","2,6",1
17,1976,"9,9","1,9","0,8"
17,1977,"9,5","1,8","0,8"
17,1978,"9,5","1,8","0,8"
17,1979,"9,2","1,8","0,8"
17,1980,"9,2","1,8","0,8"
17,1981,"9,1","1,8","0,8"
17,1982,"7,8","1,5","0,7"
17,1983,"7,7","1,5","0,7"
17,1984,"7,8","1,5","0,7"
17,1985,"7,8","1,5","0,7"
17,1986,"6,4","1,2","0,6"
17,1987,"7,3","1,3","0,7"
17,1988,"7,1","1,3","0,7"
17,1989,"8,1","1,4","0,6"
17,1990,"6,8","1,3","0,6"
17,1991,"6,7","1,3","0,6"
17,1992,"5,4","1,1","0,5"
17,1993,"7,4","1,4","0,6"
17,1994,"6,2","1,3","0,6"
17,1995,"8,2","1,6","0,6"
17,1996,"8,1","1,6","0,6"
17,1997,"9,2","1,8","0,6"
17,1998,"8,6","1,7","0,6"
17,1999,8,"1,6","0,6"
17,2000,"7,7","1,5","0,5"
17,2001,"7,5","1,5","0,5"
17,2002,7,"1,4","0,5"
17,2003,"6,7","1,4","0,5"
17,2004,"6,2","1,2","0,5"
17,2005,"5,6","1,1","0,4"
17,2006,"4,5","0,9","0,4"
17,2007,"5,6","1,1","0,4"
17,2008,"4,8","1,1","0,4"
17,2009,"4,7","1,1","0,4"
17,2010,"6,2","1,3","0,4"
17,2011,"6,7","1,5","0,4"
17,2012,"6,3","1,4","0,4"
17,2013,"7,1","1,5","0,4"
17,2014,"7,1","1,5","0,4"
17,2015,"7,3","1,6","0,3"
17,2016,"7,3","1,6","0,3"
19,1970,"17,3","2,2","0,7"
19,1971,"17,4","2,2","0,7"
19,1972,"17,4","2,2","0,7"
19,1973,"17,4","2,2","0,7"
19,1974,"17,2","2,2","0,7"
19,1975,15,"1,7","0,6"
19,1976,"14,9","1,7","0,6"
